1460663360.273034,0,1,1215944396,-48,40,4104,-139,-175,56,-683,-1326,-696,WAX9-08F1
1460663360.293094,0,1,1131693842,40,40,4076,530,-187,17,-1063,-1394,1950,WAX9-095D
1460663360.311823,0,1,1216923818,-52,48,4096,204,-286,554,-519,-806,-1196,4012,244,101715,192,WAX9-090F
1460663360.321835,0,1,1216504282,-124,52,4112,64,-44,224,-10,-1166,-420,3826,248,101796,192,WAX9-0949
1460663360.339312,0,2,1215948766,-36,56,4096,-138,-172,62,-676,-1326,-697,192,WAX9-08F1
1460663360.358046,0,2,1131698212,36,40,4080,529,-172,-9,-1067,-1396,1947,192,WAX9-095D
1460663360.358142,0,2,1216928188,-36,48,4084,202,-287,560,-540,-814,-1204,192,WAX9-090F
1460663360.386669,0,2,1216508652,-140,36,4092,68,-48,217,-12,-1164,-420,192,WAX9-0949
1460663360.428077,0,3,1215953134,-52,48,4104,-81,-93,-31,-680,-1327,-691,192,WAX9-08F1
1460663360.448205,0,3,1131702580,24,32,4092,900,79,-79,-1068,-1395,1956,192,WAX9-095D
1460663360.448331,0,3,1216932556,-56,52,4088,155,-87,87,-533,-808,-1207,192,WAX9-090F
1460663360.451797,0,3,1216513020,-128,40,4100,224,-77,186,-3,-1166,-422,192,WAX9-0949
1460663360.490583,0,4,1215957504,-48,40,4100,13,-47,94,-676,-1326,-691,192,WAX9-08F1
1460663360.5106,0,4,1131706950,40,44,4092,477,-66,106,-1068,-1395,1956,192,WAX9-095D
1460663360.510693,0,4,1216936926,-40,48,4096,186,-90,265,-533,-808,-1207,192,WAX9-090F
1460663360.514318,0,4,1216517390,-128,20,4100,27,112,179,-9,-1166,-426,192,WAX9-0949
1460663360.553098,0,5,1215961872,-44,24,4100,-6,9,3,-671,-1331,-705,192,WAX9-08F1
1460663360.563278,0,IMG-RGB
1460663360.573082,0,5,1131711318,28,40,4064,1,13,-8,-1068,-1394,1952,192,WAX9-095D
1460663360.57317,0,5,1216941294,-32,44,4100,15,35,-16,-536,-811,-1217,192,WAX9-090F
1460663360.576813,0,5,1216521758,-132,40,4084,15,110,103,-8,-1167,-430,192,WAX9-0949
1460663360.626828,0,6,1215966242,-32,32,4104,-3,5,1,-678,-1324,-707,192,WAX9-08F1
1460663360.62649,1,IMG-RGB
1460663360.635565,0,6,1131715688,36,36,4072,-7,-11,-17,-1067,-1396,1945,192,WAX9-095D
1460663360.635654,0,6,1216945664,-44,52,4100,12,27,-15,-531,-808,-1207,192,WAX9-090F
1460663360.639305,0,6,1216526128,-144,36,4096,13,-23,6,-10,-1166,-431,192,WAX9-0949
1460663360.65993,2,IMG-RGB
1460663360.681697,0,7,1215970610,-44,32,4104,1,14,15,-682,-1327,-699,192,WAX9-08F1
1460663360.693372,3,IMG-RGB
1460663360.709325,0,7,1131720056,40,40,4064,-9,-21,2,-1069,-1394,1958,192,WAX9-095D
1460663360.70941,0,7,1216950032,-32,44,4104,6,21,-13,-531,-808,-1207,192,WAX9-090F
1460663360.709482,0,7,1216530496,-128,32,4088,15,-19,5,-9,-1163,-428,192,WAX9-0949
1460663360.726918,4,IMG-RGB
1460663360.749205,0,8,1215974980,-28,40,4108,-13,-4,9,-674,-1326,-691,192,WAX9-08F1
1460663360.760486,5,IMG-RGB
1460663360.773066,0,8,1131724426,32,40,4068,-16,-22,-5,-1069,-1394,1958,192,WAX9-095D
1460663360.77317,0,8,1216954402,-44,52,4096,7,15,-7,-537,-809,-1212,192,WAX9-090F
1460663360.78931,0,8,1216534866,-144,40,4096,10,-15,9,-9,-1168,-427,192,WAX9-0949
1460663360.794097,6,IMG-RGB
1460663360.81309,0,9,1215979348,-32,44,4092,0,-7,-5,-680,-1327,-694,192,WAX9-08F1
1460663360.827548,7,IMG-RGB
1460663360.836848,0,9,1131728794,48,44,4096,-16,-35,-5,-1062,-1398,1951,3924,243,101641,192,WAX9-095D
1460663360.836956,0,9,1216958770,-24,52,4120,22,15,7,-535,-807,-1211,4012,244,101714,192,WAX9-090F
1460663360.853074,0,9,1216539234,-136,32,4084,12,-10,4,-9,-1166,-421,192,WAX9-0949
1460663360.861051,8,IMG-RGB
1460663360.876734,0,10,1215983718,-36,40,4108,-4,0,9,-677,-1323,-688,192,WAX9-08F1
1460663360.895563,0,10,1131733164,44,32,4092,-18,-35,-10,-1063,-1396,1953,192,WAX9-095D
1460663360.8957,0,10,1216963140,-40,56,4088,15,18,-2,-538,-805,-1209,192,WAX9-090F
1460663360.894544,9,IMG-RGB
1460663360.900557,0,10,1216543604,-128,36,4096,9,-20,8,-9,-1167,-428,192,WAX9-0949
1460663360.928038,10,IMG-RGB
1460663360.940563,0,11,1215988086,-40,44,4100,-6,-2,-2,-678,-1327,-688,192,WAX9-08F1
1460663360.963069,0,11,1131737532,36,52,4088,-22,-41,-3,-1063,-1396,1953,192,WAX9-095D
1460663360.963217,0,11,1216967508,-48,36,4084,23,6,5,-538,-805,-1209,192,WAX9-090F
1460663360.961668,11,IMG-RGB
1460663360.969318,0,11,1216547972,-112,44,4084,11,-14,6,-10,-1167,-426,192,WAX9-0949
1460663360.995053,12,IMG-RGB
1460663361.029328,0,12,1215992456,-32,44,4104,-8,-13,4,-681,-1326,-700,192,WAX9-08F1
1460663361.029471,0,12,1131741902,32,40,4088,-25,-48,0,-1065,-1393,1945,192,WAX9-095D
1460663361.029597,0,12,1216971878,-44,52,4096,18,8,7,-540,-810,-1222,192,WAX9-090F
1460663361.02868,13,IMG-RGB
1460663361.035573,0,12,1216552342,-136,36,4072,6,-16,9,-9,-1166,-425,192,WAX9-0949
1460663361.062297,14,IMG-RGB
1460663361.093076,0,13,1215996824,-52,28,4092,6,-5,23,-677,-1329,-696,192,WAX9-08F1
1460663361.095658,15,IMG-RGB
1460663361.099302,0,13,1131746270,48,32,4088,-23,-38,-1,-1064,-1391,1942,192,WAX9-095D
1460663361.105553,0,13,1216976246,-44,56,4096,5,1,-8,-536,-804,-1217,192,WAX9-090F
1460663361.121824,0,13,1216556710,-128,52,4076,11,-20,5,-7,-1164,-429,192,WAX9-0949
1460663361.129342,16,IMG-RGB
1460663361.160556,0,14,1216001194,-44,32,4100,4,6,16,-672,-1330,-704,192,WAX9-08F1
1460663361.163302,17,IMG-RGB
1460663361.176713,0,14,1131750640,40,32,4080,-32,-49,1,-1065,-1393,1948,192,WAX9-095D
1460663361.176838,0,14,1216980616,-36,48,4096,9,10,-8,-536,-804,-1217,192,WAX9-090F
